,business_id,latitude,longitude,review_count,stars,is_open,pos_reviews
3595,Lbiz5nIQTn3i7jSlJhLMAg,43.7151945663,-79.4471627916,5,3.0,0,4
3596,PyIF7dcDPNpfmi8ks-sKOQ,43.7640936389,-79.3992555141,14,3.5,1,12
3598,WnFu6PRFGYKWV_y94CYyUg,43.6398868,-79.4402771,45,3.5,0,42
3600,tAKeTTlnuo4boI1f1oulAQ,43.6646956,-79.3804928,14,3.0,0,12
3603,nuNraiaIluYc9vDZg7XfRA,43.775038,-79.25738,12,3.5,1,10
3604,SGP1jf6k7spXkgwBlhiUVw,43.6559827,-79.3926865,420,4.5,0,413
3605,Q4RSmF0s-AkaegrLFCLEbg,43.657425,-79.383474,150,3.5,1,127
3607,ZNss1ep1f1p18xDWOF4G8g,43.6496485,-79.3770895,4,4.0,1,3
3609,kFIntssMEZ-qT-7JivVyVA,43.6707516,-79.4729662,13,3.5,1,11
3610,705rDZPgXALITUJkmhO1jg,43.6547607,-79.4009673,4,3.5,0,4
3611,yKbypRtZWcXKzlXNd2GNLQ,43.666124,-79.407306,10,4.0,1,10
3614,4b44ngwFsCdVAxchsy5F7A,43.6471324,-79.4046776,6,3.5,1,5
3615,kktb-uIc2YjNWOdbW4ktCg,43.6686926,-79.3051416,35,4.5,1,32
3617,zvtkeghW0Px5HY9QkJ4INw,43.6564779,-79.3765837,38,3.5,0,31
3624,QTVvuhrbBDJfqaTyFOUMkw,43.6883404,-79.4124862,35,3.0,1,29
3625,rOyXMZJIFa0_XW2AeXatsA,43.8049035,-79.2880558,18,3.0,1,13
3632,yWwIUmeenyAO7nwc7U0U5A,43.804666915,-79.2867640033,13,3.0,0,12
3633,EKeck5myBgPqy2ShyGEjHw,43.6517065,-79.372833,115,3.5,1,99
3634,Yq1urC7iKqM5D5tyhXCRLQ,43.6609268,-79.3415833,10,5.0,1,10
3635,ImpkoeCoZBG9XdEmxbdq2w,43.6604897117,-79.3430156261,20,4.0,1,20
3638,qIVF3CC4eyvUGSCfzLvJqg,43.6440738,-79.4209883,9,4.5,1,9
3640,xFr7WKEyRRURjQmYXEk-LA,43.645456317,-79.5224748552,7,2.5,1,4
3641,xDmVyd_xl0Hsf3hFmYwrHg,43.6841063,-79.3004064,92,4.5,1,91
3642,RaPuZ5wNwhYOVa7vODKNkA,43.6490516,-79.3717741,5,4.5,1,5
3643,pQ4K6ZXC2vGsatT5Xw3ILw,43.648116,-79.3844795,16,4.0,0,15
3645,fahTY0JgXIC4jNfLqDbDlA,43.6502885462,-79.3910800166,31,3.5,1,20
3647,Jc478YuENt5rT_THgzpaXA,43.6404842221,-79.4367196038,5,4.5,1,5
3649,4CH7J6XlJEEEUkYPZPYQrg,43.6393047,-79.4436911,16,4.5,1,16
3654,6CmrVgQVGozVwcOK6-KgNA,43.649988176,-79.3968200684,23,3.0,1,22
3655,K2X7vENCBNL3GLfx6O3SXg,43.6538562,-79.3960783,9,4.5,1,9
3660,HeD3lqTuToEzd9RYHfAHXg,43.669579,-79.388554,7,2.0,1,4
3661,MH4xIHZ5-ajRMW3ZhUvtxA,43.6550462,-79.417552,135,4.0,1,124
3663,SSK2eUPdv23DmzyNEMTMIA,43.6497521,-79.435951,3,2.5,1,1
3664,NSe_Fsyb939ueLd8WhuLPg,43.7625534,-79.411637,6,1.5,1,4
3666,W3fwmcAchjZZQUqMxv6feQ,43.768606853,-79.384406805,46,3.0,1,38
3669,W5eXttXsAzvGlOTwAkeIkA,43.6738268,-79.3200174,3,4.0,1,2
3670,Tys0pRjszlcAbNPbKqJ95w,43.706744,-79.3971411,11,2.5,1,6
3671,HrHxmKc_80mrIrfUjvHtGg,43.6598045,-79.3465475,8,3.0,0,6
3672,g2fU5POyJ01a3-REvTF-fg,43.6511287,-79.4507703,9,5.0,1,9
3673,VvSmE1NnTjnaTPHT0WrCaQ,43.6542071,-79.4020543,142,4.0,1,133
3674,8idRgzKzCZ2l2_d7nUSQDQ,43.6779223,-79.3493149,33,3.0,1,25
3677,Ibmf1PgWn_5oaGQ1kINmTw,43.671054,-79.3879436,62,3.5,1,55
3679,8RwwoOevsq85zyp40YzHyw,43.683901,-79.3221898,6,2.5,1,5
3680,-uIE_UQENfvCuw9uzBnRPQ,43.6486484,-79.4044363,16,4.0,1,16
3683,J1KKxEsRWiTqp9-nMCV8Vg,43.7915877271,-79.2509166151,9,4.0,1,8
3684,TWFH4a60FDzA4gy49CCtWg,43.679799,-79.3397466,22,4.0,0,22
3685,CE1h6I0204noLhq7N-x36g,43.6703411,-79.2995654,23,3.0,1,15
3687,gISrxk4A5dfrjDivkC-L-Q,43.679815,-79.341226,69,4.0,1,68
3688,8IqwuXBUd-qJA3ruLOAN5A,43.6462841,-79.4098376,3,1.5,0,0
3689,K5TteBnAfgj18HRnV-Yy4w,43.6053352356,-79.5289154053,7,4.0,1,5
3690,zzMcX99BPGSOFMZ4boINSQ,43.673828,-79.4698172,5,3.0,1,5
3693,j9aqbEbdSw3JUDTAFKfNrw,43.8277451903,-79.2877054587,6,4.5,0,6
3694,1IbBnyIilvIMRDJBtVOPOg,43.642307,-79.4025206,7,4.5,0,7
3696,YIez_A3WOt9J2SXN7OMa2Q,43.7459284,-79.3246225,125,4.0,1,118
3697,6ueacQ4py4qK5Gp9BFGvnw,43.6519249,-79.3849909,25,4.0,1,22
3698,_2ql5K9XZDk0lYiEgdmlLg,43.7631541503,-79.4988469407,10,3.0,1,7
3699,WHJKtqXp9P0vuMA4cUUsNQ,43.8087294544,-79.2684458569,13,3.5,0,11
3701,1WPTgoQR3MRySFM-yS1FCw,43.6460119,-79.4093353,3,5.0,1,3
3703,x5yBZsTnFb1ah75XRXJz9Q,43.6703481,-79.3919123,206,3.0,1,159
3706,oYWy-hOTCOF7h8DCAZ_Mxw,43.665565,-79.462926,49,3.5,1,45
3708,xM0HKP9CgZoI3mcUbxdd4w,43.6497957973,-79.4354066625,12,4.5,1,11
3709,miRjsEDy7U1uZvnkZJPHLQ,43.6514847,-79.367711,10,4.5,0,10
3713,-Ej5bLw_bYuKt20kBFQi3w,43.6509334,-79.3896258,9,4.5,0,8
3714,u5XWrLv6uo3i_rhxH4wLDA,43.7677783229,-79.1905696035,7,3.0,1,4
3716,17HGaSwTNL-9JKWi8oAgqA,43.6480887,-79.4004412,4,3.0,1,2
3717,272a60ze8sADYRR6GyJ3GA,43.6582055,-79.3814852,128,3.5,0,108
3718,o6RJO0b2gxbWCONg7Up0QQ,43.6808074,-79.2840376,3,3.5,1,2
3720,PRlU7LNMl0xogKCpeAVVbg,43.6715255,-79.3945958,8,4.0,1,8
3721,J7zTx8hrZ3p1h_7JCdFthg,43.6486362,-79.3817439,6,4.0,1,5
3722,dg5hk2uYsxrcLs7St66C_A,43.6640454,-79.4167575,43,3.5,1,37
3723,t25tCzzZZSgwK0y7dDqwNw,43.7702165,-79.3322978,22,3.5,1,19
3725,lLjhE0VX2re4CAe-ChFPsw,43.6571357,-79.3755594,27,4.5,1,27
3726,5lnEMwsZELXxBklRlDd-9g,43.6710978,-79.386063,6,3.0,1,5
3727,VEm9MYOb6-M8M0n6u8IZag,43.6496739,-79.3867002,4,4.0,0,4
3728,DXWnAkolXRYXP-fearRfmw,43.6640454,-79.4167575,24,3.0,0,21
3729,f5YAI1pbHMBxdWcz-9oUKg,43.653226,-79.3831843,4,3.5,1,3
3733,Wd4pJm2iBdJei1Je0lLHng,43.7482385,-79.3474798,3,3.5,1,2
3735,KBsrFyn7g6AQlt5rNE6GPA,43.6790957,-79.4384321,16,3.5,0,15
3736,WFq0VNN0L5Nw4bcz6AJ57g,43.6832943221,-79.4185348114,15,3.0,1,10
3742,3_HrWm4qrzTN0gAC_CrfTQ,43.6660457,-79.3808868,144,4.0,0,134
3743,1nPGvKJ8pjXZEEX6QUB7Dg,43.7341896,-79.4042932,6,4.5,0,6
3744,g6AFW-zY0wDvBl9U82g4zg,43.7447025,-79.3464677,325,5.0,1,322
3746,XNAjBwDNbaU_tlOxzR1aUQ,43.8043291239,-79.3310938776,4,3.0,0,4
3748,BniKRU3VRju7IAy5bn2RXQ,43.6585983,-79.4421236,11,4.0,1,8
3749,0C2rCyby1NpNVyhTVURH2A,43.6435205,-79.3790818,24,3.5,1,20
3750,I62j-QfY4tO_gMKV-celEA,43.6533714,-79.3942879,58,3.5,1,51
3751,InKdWLxFszKmNlAz0PnmZQ,43.7005187,-79.4284633,3,2.5,1,1
3753,Q_DeJQmmoLr8s47wPIzmow,43.6482011,-79.3995267,33,4.0,1,25
3754,YjGduTmr7wTF_lPAY2Hpng,43.7536849,-79.2441458,24,4.0,1,21
3755,7mRKyX7ryuJTPs3Rcaxh4A,43.7143226,-79.5570968,21,3.5,1,15
3758,2FImjoBv0qvq9NumhcVOyA,43.8146311,-79.2932514,71,3.0,1,65
3761,9jYnZymuaW-XpMIS75YxgQ,43.6428749,-79.4264422,69,3.5,1,59
3762,ovIXtPNJEC_mGgFodHL_Vg,43.6655364,-79.3688263,4,3.0,1,3
3763,zLlG-v3Q6FKd1p0gfS1SaA,43.7350865,-79.3439956,29,3.0,1,21
3764,EDjN6jKF7B0Iw7wRxag8ug,43.67331,-79.283811,6,4.5,1,5
3766,IZaBSFnjwomvTDs7gRoCLA,43.6536106,-79.3800603,17,2.5,0,13
3767,3IPdugYwMXcmOaLT498DIA,43.6541825096,-79.424608089,4,4.0,0,4
3771,xuigChd24ZA8K_YVeNeEaQ,43.6497755,-79.3645498,14,3.5,1,9
3772,zs682_KLZ6bwPEgk0OvAyA,43.6562802,-79.4097497,9,3.0,0,7
3774,EzGGUtQtbE8z57pqxE0I8w,43.6435286,-79.4051044,70,3.5,1,55
3777,g6h219qiuvmraj-IO-NQCw,43.6705852564,-79.426069758,40,4.0,1,38
3784,ckK6XX0o9xP5cKyAZzZO7w,43.653423014,-79.4015572643,14,4.5,1,14
3787,6oq1tUbRkfC7Qye2SrdxMw,43.6890313,-79.5851311,95,3.0,1,73
3788,4Lh1lZXTf0EoNqdzT60GPQ,43.7821596,-79.4904296,25,4.0,0,23
3789,WbS58nfQQZaxWk1BUPBuJQ,43.6505779,-79.3765364,165,4.5,1,159
3791,PTbpP2T-Km0g11wB6h2lKg,43.6460292,-79.4090535,99,3.5,1,85
3793,TM9Eani6kQmRV5RZaU7Tew,43.6619825,-79.4251431,6,2.5,1,4
3795,G5gkRgTMqN0iIpyoW6oTYg,43.6577905,-79.4878006,9,3.5,0,8
3796,bPq5Hu-kNhzUVE6H_vywyg,43.6562796349,-79.3906696122,35,4.0,1,28
3799,BZmZ9TTYkDe-Nm2UNAYzQQ,43.647936,-79.4012531,4,2.5,1,3
3801,QE1tzFyyyRKV1p7C4LRukQ,43.6617048,-79.3862897,209,3.5,1,171
3802,_5izyrn1qV0uyec65UsdIA,43.6384689262,-79.4192124903,271,4.0,1,232
3803,-BVqCPibTNPCNeT0uJsiRg,43.6472855306,-79.3963739325,12,4.0,1,10
3805,kySk5N4-cjGk3ONXu8LQSA,43.6715737,-79.3250527,3,4.5,0,3
3806,5wpy0z2KSF7buUtiCEquWg,43.7837509913,-79.2863040045,5,2.5,1,3
3807,_T8qy9XAKAFLJdmoLg1Q-g,43.7729924508,-79.4140518612,135,4.0,0,117
3808,Cew9RRnuldbqaL3MW6p1wg,43.6789975,-79.3442872,147,3.5,1,130
3810,ri_zB3OXUJOIcMeJ8T6DrQ,43.7042652,-79.4091525,3,2.5,1,1
3812,bxut5RczUkEQjm8q5A-X1g,43.660605,-79.382602,72,2.5,1,32
3813,mqSVluoj2_S1iOWtLdy9tw,43.6655033,-79.3850571,19,3.5,1,19
3814,Fjh0c4wkE2hkoBqxwaRuxg,43.6574832262,-79.3845950278,4,4.0,1,4
3816,iryUg2K6zv6W_RRfoK34BQ,43.7060902,-79.3985366,3,3.5,1,3
3820,yg_A_TpYkJjr1fef0J6QkQ,43.7670865,-79.4121328,574,4.0,1,542
3822,0JfxsoPjNDkVoz0m9jYwGw,43.6783631,-79.3470031,3,4.5,1,3
3825,xOpwBftxwEgKYHVrjFi2Mw,43.665733,-79.4077175483,13,4.0,0,12
3826,QhAmKLX_0AgQe5HLxode9Q,43.7370031,-79.2447063,101,4.0,1,95
3829,Xtkm095And0gdPQjUGB5iA,43.6692086,-79.481642,3,2.5,1,1
3831,tRSUE3l8T2ptsj4LMk8Ysw,43.8238258,-79.2476563,26,3.0,1,19
3832,GZdfqTwCo_VsBYZa4tvE7w,43.6588977,-79.4427707,21,3.5,0,19
3833,-chGaXHZsoLKLHPJMMsdmw,43.655446,-79.4135056,253,3.5,1,216
3835,zew94PCbpWKFTldA04Wx8w,43.6472265,-79.3932255,24,3.5,0,22
3840,uATqc1QJkS5lOKfoJ6Uz2w,43.6658653,-79.3507125,77,4.0,1,69
3841,Jf1BBm837LtHJi-cAImwMg,43.651701,-79.4512765,25,3.5,0,21
3844,NCNzbbPD_UyWLa8xr07bfg,43.6731319,-79.2865367,6,3.5,0,4
3846,syoWROfPlDijEmpFUVyghA,43.6540644,-79.3806966,8,4.0,1,7
3847,4ayG6T0vptCZlaroD1aYeg,43.6509384,-79.3819568,9,2.5,0,7
3848,pvrYMiZMrd-Z_9HvPr-b9Q,43.6541952,-79.424453,68,4.5,1,64
3850,IYeVJn_RUfyjxfRpD7QzMw,43.6668063,-79.3814013,15,2.5,0,10
3851,pCcSwPDY1EHQMssgLlNbZg,43.6459488,-79.4486219,16,4.0,1,12
3855,C7bK6Sd0LcvH7SOAjQu3LA,43.6602798,-79.4339344,36,3.5,0,26
3857,QNmgJXGCIuGeKTX7gBrgXg,43.6414885,-79.4332476,4,3.5,1,4
3858,BgJsTx5i5iW8Fw5OFv9lnQ,43.6534829,-79.3840939,3,3.0,1,3
3859,VkdUpbDrxaPGdNXpWpKh9Q,43.6651988619,-79.4542748405,39,4.0,1,35
3860,ZYTTggT0haYooWAX_T9Ufg,43.6775994,-79.444054,20,3.5,1,17
3862,dp9haMgS5RZ6i1kQq_oS5A,43.6614505,-79.384068,358,3.5,1,284
3865,shQGvlGWnAO_bdZoZcPjBA,43.6543112,-79.3888436,3,1.5,1,1
3868,CDl0tbkfSZS3UHg5_L9gBA,43.6496019911,-79.3660331767,29,3.5,1,23
3869,orrhJxM6V1USwccG7MlxmA,43.6559749,-79.3929904,202,4.0,1,189
3871,-SlPWO0rh7mOUtAWodN0lQ,43.6451472,-79.414715,4,4.5,0,4
3872,wuYKpHyjIfyvMR9YlwHn6Q,43.6252431,-79.5082823,89,4.0,1,76
3873,YtfQQHdcQ_bGl2V0Agxw1A,43.6486948,-79.3719955,175,4.0,1,157
3876,sDplKqsJgYbpgibxQxRZ6A,43.6556377,-79.3868108,5,2.5,1,3
3877,scDoMngWB0k37qgb7Ec-tQ,43.6833225,-79.3248004,23,3.0,0,14
3878,D48b2jHZDuWsnqvFLLvuew,43.6782668,-79.3490736,14,3.0,1,9
3881,x84c7qW3iiHTSZZzZMlP1g,43.7674555,-79.3020157,7,2.0,0,3
3882,3D-FJxp8bsBzm3zJVqs92g,43.6686587,-79.395839,163,3.5,1,127
3883,WVyb1Q5oUT7TyjdtmEtD_A,43.7132899,-79.399455,6,4.5,1,5
3884,iQz9XsaWS-ehRQCOVuF0OQ,43.6668459696,-79.4011230022,13,3.0,1,8
3885,9-V78TIB7nFc_uIYI__ngw,43.6579147,-79.399326,6,3.5,1,4
3887,VMke4hqemlPH9kWxUkfohA,43.6514272,-79.4761337,17,3.5,1,12
3891,4-FgbYd8jUSqevNRxRtS-w,43.650076966,-79.3848312646,155,3.5,1,144
3893,sD_gTzy5uLYUztSRCf4_KQ,43.6486434,-79.3790251,3,2.5,0,2
3894,83xQtNti1lQgqWTERfeqcw,43.6748504,-79.3968031,44,3.5,0,38
3895,dy0O7DaSUd49NZWSEtvz_g,43.6486536,-79.4202883,138,4.0,1,136
3896,dAmVTQ6ukuLh4UxTmBoRkg,43.6716801,-79.3285772,501,4.0,1,431
3899,DSpMu5bZykET8y3R1nP_Lg,43.6590259,-79.3969244,5,4.5,1,5
3901,6l5ES0YHypA-JCk7naGBjg,43.6497331973,-79.3748815366,4,3.5,0,4
3902,yS4H1eQBtWLmYlkTKVL6hg,43.6444476,-79.4481838,6,3.0,0,5
3903,bNJHNzKqyGibCbX7QZJKdw,43.76828,-79.3703812,23,3.5,1,15
3906,w7jscHvmx4RDCQFP-5EtPw,43.6478629,-79.4243713,4,4.0,1,3
3908,ArJhlDbO8RUWURxaMUf8uw,43.720242,-79.5114601,11,2.0,1,5
3909,8z_O9Km2jkDneS8s8Gx7hA,43.6505996,-79.3704249,27,2.5,1,16
3910,BVxaBnhSSvWMCKTgFPBhfA,43.7802195,-79.4162607,24,3.0,1,17
3911,FI86w69zKVFCV5GgbWekyQ,43.7068303,-79.3991294,7,3.5,1,6
3912,sJAygW_xgNTj0Xx3lGSclQ,43.6551432376,-79.4004035226,14,4.0,0,12
3914,33IS-0QBNwRC8cXnHABpbg,43.6519405,-79.4073171,191,3.5,0,172
3919,PFf0rzMI-Es6X0AtHlNPbg,43.7834898137,-79.2992094532,5,2.5,1,3
3921,-FHjXYCSizyNgUv-EXn6Yg,43.6645066,-79.4145751,10,3.5,0,9
3922,Qz1MaUxveZBh58BIoir2rg,43.6484781,-79.3880553,15,3.0,0,10
3924,n7f2q_-4iOO5N7FWEwInAQ,43.6508638,-79.4126279,6,3.0,0,4
3929,kWp5-84f_V8jfGydRiZzmg,43.658915,-79.381889,32,2.5,0,21
3930,47wBHgBwQ8_70sjmXow_1g,43.6623256,-79.4045706,154,4.5,1,152
3931,9eu2lQMROTKdrPyGkwZLYw,43.6426531323,-79.383846535,199,3.5,1,165
3936,9erZGKcy5FmPVAsSVsFmpA,43.6640304,-79.3691187,5,3.0,0,5
3937,hHDJkwr0JEzHV2aYWxQfdw,43.8064407,-79.2894648,38,4.0,1,36
3938,TZRqye930EVpJQOnAjkpSw,43.6419896984,-79.432360463,28,3.5,0,25
3939,LPsbCMNL1GDQ4dRek8e8dA,43.7625088,-79.4105316,8,4.0,1,6
3940,abO4gvGKB0aVjsrXHlgeFg,43.6145094,-79.4974328,187,4.0,1,144
3941,FoYmJzg64zEhCRNdjCyQLw,43.6631782,-79.3863982,4,3.0,0,4
3943,NqOmAGGEed-W4eXWlMd0Bw,43.6607009,-79.3835539,10,3.5,1,7
3945,BN7KeClLq8DR-crgAImpcQ,43.6567508788,-79.4030518457,85,3.0,1,59
3946,AqWBhU6SM7n6iY_q6o46Tw,43.7645162,-79.4756437,3,4.5,0,3
3947,GMrFxo9zw2xoTfPV-jQlYg,43.7286207,-79.431533,8,4.0,1,7
3948,h-1ht8rt8HSs0k_Hy0caPg,43.6862457,-79.3110747,5,2.0,1,1
3949,vocuQvh6ftB94_AysM_WhA,43.6461463,-79.41001,6,3.5,1,6
3950,ncMi3PmnOPP5_iAufv-PGg,43.648528,-79.3833359,12,4.0,1,12
3956,h4Luf9f3AtWCPxBrQedx_A,43.6442587623,-79.3697404861,3,3.0,0,3
3957,OXVp3FH5EWv6Le6lY009Vg,43.7887581,-79.2687965,5,4.0,0,5
3959,g1j8COaztNostGlxssCCVA,43.7153388,-79.3999542,9,4.0,0,8
3961,desFvtCBYm3gpiiHlrFw4g,43.71493,-79.3051,53,4.5,1,49
3963,h8bJb1dIwPmUGiqstCy7lw,43.6460848,-79.4090059,39,4.0,0,34
3964,BcUANwVc5i48V-hmsFs1rw,43.6663707,-79.40466,3,3.0,0,2
3965,6XnA2qGD60dPYCs88WlDXg,43.7981834412,-79.3183135986,11,3.5,1,9
3968,SO967mepbkVeGtJ7pg7c1Q,43.7456761,-79.4875475,5,3.5,1,4
3969,87I8ba2FKYKeXyAhiC6cLg,43.6485203,-79.3979855,147,3.5,1,138
3972,n_D9ni3-b7AfKH8AnCZp0A,43.8167978,-79.2109156,8,3.5,1,6
3973,I3sKfkXsYv4oF54JGoHWew,43.6490365,-79.4845701,68,4.0,1,63
3976,dUDeWLhvHtF1mvAX7GCr5g,43.6444564,-79.3960911,7,3.5,1,6
3977,oHgCHC8a3QNJiB4-Ld0_kg,43.6646017,-79.4023841,98,4.0,1,91
3978,93HQMacPKmVVRLd8Oebx5w,43.7580323,-79.465378,12,3.0,1,3
3980,15fQK41zYO6df-J564hZPw,43.6458094,-79.4486156,11,4.0,1,8
3981,umRi7J740mkRQ3EjB5HBfw,43.6492778,-79.4258556,5,4.5,1,5
3982,gbjIwB_r6y4YhaZMwEK6mw,43.6505738431,-79.359479786,136,4.0,1,126
3984,nY86gf4U5Vy36fchGM4lNQ,43.6630741,-79.4355883,7,4.5,0,7
3986,kySXgTcbjH0fGqA6zuXZhg,43.7057953,-79.3460276,3,2.5,1,2
3990,gErEiUuCzCKmRSqN7GjESQ,43.7156889,-79.400567,33,3.5,1,28
3992,_uozYXJl42wCax5HG5kU0Q,43.6762554,-79.3581314,84,3.5,1,60
3993,0dyd0nX-42VW1QQEoJq1TQ,43.6493417,-79.4264821,3,4.5,1,3
3994,4kxWSeZmvaQEgQ9GOr_QvQ,43.8019937,-79.1981879,12,3.5,1,6
3995,lGmXgLQklCW0laI5Gdxopw,43.7324953,-79.4037874,30,3.5,0,23
3996,UfNTlvEJCOQ7XDRj0LzEtQ,43.7692924,-79.3886264,13,2.5,1,9
3997,kM91Woq__EKVzLjo4dOTaw,43.7101154,-79.3987374,90,3.0,1,70
3999,7PK9PIdWdPtAp0gB31hO7Q,43.6513704,-79.379245,129,3.5,1,113
4004,zMqkXH70p-WDYj2xqR2Wuw,43.7340995,-79.6057791,41,3.5,1,35
4007,Ax1DHVBCpaBpViUvSwDdSg,43.656176,-79.4538607,37,3.5,1,29
4008,Ph-sYohzW3caPk66IHD75g,43.6486648,-79.3743083,32,2.5,0,24
4009,I48hKUHApL2ae5yvq7w1eQ,43.6667336,-79.4045893,30,4.0,1,27
4014,1QwX7Cgkm6KnlcGNDTh6EQ,43.6428010698,-79.381241443,158,3.5,1,131
4016,VZOQ2-cUP8bfCn7Q7ix9HQ,43.6692562,-79.3359022,32,3.5,0,28
4018,X2rYGuaK2QN0cSROGC_1pw,43.6628599,-79.4010365,5,2.0,0,2
4020,Bgx4hrBGA0c7fED6y9Yzkw,43.653224,-79.3803279,7,2.5,1,5
4023,wpUMNpJ51-ikkZQoIfkyjA,43.7908806,-79.4188945,13,3.5,1,9
4024,rnyn1BCiqSAjih-rY7V_sA,43.6770608351,-79.4477873674,5,4.0,1,4
4027,Y5QkreCyBNC56taaixoBug,43.6486362,-79.3817439,21,3.5,1,20
4029,Im07ZhnjeCNe6QalFD9S2Q,43.6322029,-79.5438516,10,3.5,1,6
4030,-cT0YdN7xBpiu5JZ9c0IoQ,43.7420332,-79.5143671,8,3.0,1,5
4031,TLMysu1mWiLEslCBon5W1g,43.6552003,-79.4130828,245,4.0,0,230
4032,1saLPYnNZsNKBl-rJPcmqg,43.6471274192,-79.403431043,10,4.0,0,8
4035,we2gims2_S_Sg5_JSBoHKg,43.7249856629,-79.3320806601,57,4.0,1,53
4037,d926280XSKvL3GjdJ_hoOw,43.6469543,-79.4047521,7,5.0,0,7
4038,7T3WU-Up01pgCeygbc_K-A,43.6553978,-79.3841673,167,3.0,1,123
4039,4QTwtaua8tjc-PuneLXJzw,43.6715675,-79.3256056,5,4.5,1,5
4040,9DLBwCS4hu_xaiENCbYXbQ,43.6711057,-79.3751345,9,4.0,1,7
4041,8bsX9mC-WBmLu3p53n41fw,43.646306,-79.408456,76,3.5,1,71
4042,sMRpCuNCn4erNseKrr7STg,43.6520722,-79.5938917,3,4.5,1,3
4043,f4KJOcNMUSDGKvqm68CRiA,43.6655572,-79.4679034,12,3.5,0,10
4045,JDK1jEyyf0qUr7wdu8rKiw,43.7625088,-79.4105316,4,3.0,1,3
4046,fp8h0LdbO5WxiK41oYgZVA,43.6602728,-79.4325769,13,3.5,1,7
4047,zvezLicNkf8tTqZyYhP83w,43.6619270654,-79.3865113333,63,3.0,0,47
4049,W4PkdKcGXYM3Njo_Y9pPHg,43.7794384,-79.1375755,9,4.0,0,8
4050,UeyTFWMLCopiZQ9ZIfmXfA,43.6688084,-79.3905524,3,3.0,0,2
4053,-AVRReI-nfsa0lKlehEojw,43.6649266,-79.3526797,51,3.0,1,40
4054,uatzaLZXWZwiSgV6YE6iOQ,43.6829368,-79.326301,9,3.0,1,7
4055,plHBtiE24tHaxL_ozPW0CQ,43.7208577,-79.456691,3,4.5,1,2
4058,qc-AxakAoblgdX0708DmUA,43.8154009,-79.2926838,79,4.5,1,68
4059,j_FZzis63iDcPAsisgomTg,43.6624698,-79.3342522,29,4.5,1,29
4061,beequ-XGaJ2oimutXn7y8Q,43.7329996276,-79.5890231431,5,4.5,1,5
4062,oEfaL9_eJ9edNFqkOkvClw,43.6544303,-79.3913599,13,3.5,1,13
4063,3a7Qby_IX7sU7O6ZsQZeOQ,43.7248736,-79.4555364,127,4.0,1,110
4065,TBzgzTFSa7pJXiLD7emYaQ,43.6942717578,-79.2760401964,101,4.0,1,90
4067,64ZUb-llBHrnOcN_o1wA_A,43.6644707,-79.3682022,10,3.5,0,10
4069,voVFOIp4mUHElDeryPfHkg,43.6541583,-79.3904907,8,3.0,1,4
4073,wJhdPi4tvJGV24NXQv3Vnw,43.6696804,-79.3757831,24,3.0,1,15
4074,OSqxmZQ3YoDm17KWXEKgew,43.6657719,-79.472741,13,3.5,1,12
4075,ZNk4hO2EOVoSKcCBSwH-yw,43.6621056681,-79.4244529819,82,3.5,1,73
4078,B9QJToIrPjRAUuPoemMUNg,43.6724944,-79.3223943,26,4.0,1,22
4079,x9f9NBMweyyjCQHuc9K4sw,43.7116543,-79.3999138,13,4.0,1,12
4080,fODRAZCRxwphhVjJDEzTCw,43.6465918,-79.4059778,9,4.0,0,9
4081,jT-KFrbwr5iE-_vrVLpmiw,43.7732164,-79.3326493,107,3.5,0,89
4084,KFaMIyNmxHeAot5huOiuyg,43.6621909,-79.3837847,35,2.0,1,10
4086,dgw1r8twoCLRH45q1BOASg,43.6855338,-79.314317,39,3.5,1,34
4091,DriTzxc8L6gaKMolC27FHw,43.6457335,-79.3877931,3,1.5,1,1
4092,NbMgjUIHD6EbgtPwwX-dUg,43.6626004,-79.4237255,12,3.0,1,10
4096,u-3wk-2mnsjy0YIoEg_XjQ,43.6695526977,-79.3799088183,68,4.0,1,65
4097,LwH0uzsl_Rsb5MsJqaNc6w,43.7925536,-79.2398781,8,3.0,1,4
4101,84JCu-4LvE6SDAglrJztGA,43.6492376,-79.3868224,12,3.0,1,8
4102,qcDFrv2EQU9GeIAAVqdA-g,43.6487747,-79.3903295,126,3.0,0,84
4105,J8cLxK-DIl8ZweElFLec7Q,43.6456489,-79.3934495,99,3.5,1,92
4106,hcH1Njh_YMP3IHQopGAvcA,43.7027273,-79.4761451,11,3.0,1,7
4108,SLS_Ld3nVj91JJGks1yOTQ,43.6567475,-79.3804815,9,3.0,0,7
4109,22dx7VCGStnpaipVOE2Lsw,43.6547007,-79.4009335,9,4.5,1,9
4110,cOtlHRwW4pDGlp14G0c3kQ,43.6660359,-79.4078635,6,3.5,0,5
4111,x8UvTkKx9WApRsMxQ3ZPtQ,43.673644051,-79.3882917427,154,3.5,1,131
4115,aKnTksamD8foCZoX_0YeAw,43.6425657,-79.3870557,61,3.0,1,42
4117,mUohdQQD8EU6qPwspB0AdQ,43.7917295525,-79.4180276245,31,3.0,1,20
4123,aPhdMKLFBcbfOAfnUXtT1A,43.6513772,-79.4761671,21,1.5,1,1
4124,TZpiNmfkEsm5mjjgvUD3sw,43.6490516,-79.3717741,9,4.0,1,8
4126,vyeQzjZFx6KoL2pJBQ2QFA,43.6597223,-79.3465253,46,3.5,0,38
4127,dNuHB_kDmYCkoUJmvbSL1w,43.6576466,-79.3849369,3,4.5,1,3
